-3.683595257,-2.944769884,-2.66930693,-2.396105172,-3.699082847,-1.3800623,-2.518794326,0.147004628,0.142559987
-4.585140621,-4.203387633,-3.520822364,-2.90987519,-4.085746433,-3.04328627,-3.159397452,0.148542476,0.14323198
-4.415272908,-4.876023262,-3.686971171,-5.237764519,-3.4102121,-3.367251572,-2.226164807,0.112344039,0.108960622
-2.907154017,-3.633718543,-1.219219223,-4.261676056,-4.967571858,-0.657087148,-2.623355366,0.157466917,0.154087559
-4.236082411,-4.201230312,-3.119395713,-3.479702778,-4.652169907,-2.359632236,-3.177942202,0.148243747,0.146188327
-3.880135677,-2.83531282,-3.586983396,-3.061883584,-2.457420301,-0.613332938,-2.86996913,0.133100163,0.124630268
-4.642815842,-5.126342546,-3.560785963,-4.482867136,-4.393294367,-2.572728756,-5.863409888,0.158156499,0.154934175
3.041965987,1.760366576,4.794905994,2.115439068,0.387710089,2.123198303,-0.889743558,0.124634876,0.122132648
1.488263671,1.921475385,1.952558345,2.223333666,0.389049777,0.960811403,0.948981208,0.120469397,0.116792788
0.952358719,1.606691364,1.976920111,3.101867042,-1.146507144,-0.863818981,1.25711738,0.098717195,0.093203801
-6.068403429,-4.176472493,-4.218604613,-4.559329485,-7.373814844,-1.213534806,-3.477250654,0.140756872,0.130883236
-1.71267611,-1.657931441,-0.505400829,-2.848023441,-2.980465726,0.328561791,0.301512378,0.134632144,0.124662326
-2.528320391,-4.941870664,-1.627919359,-3.930527798,-3.015620514,-1.965980941,-4.16453905,0.146152706,0.149903551
-2.406617445,-2.919755354,-2.199004952,-3.535281159,-1.721133666,-0.420518862,-2.123481679,0.138178637,0.1329123
-4.312972159,-4.894744239,-4.00232457,-5.436948702,-3.405171736,-1.733485876,-2.415725772,0.151509502,0.149886361
-3.027653264,-2.371253416,-1.680658239,-1.849873092,-3.711436938,-1.133617134,-1.088931789,0.151383836,0.147894599
-3.301548378,-3.962145133,-2.647018842,-3.726617206,-3.147913122,-1.752752864,-3.198436257,0.15436344,0.153309116
-3.077834889,-3.050296415,-2.380847099,-0.996994015,-3.978580913,-3.591172431,-1.725021931,0.127595517,0.126007823
