gene,class
LOC105376025,SZ
LOC105376107,SZ
LOC105376249,SZ
LOC105377013,SZ
LOC105377529,SZ
LOC105377705,SZ
LOC105377786,SZ
LOC105377850,SZ
LOC105377864,SZ
LOC105378198,SZ
LOC105378221,SZ
LOC105378469,SZ
LOC105378502,SZ
LOC105378648,SZ
LOC105378714,SZ
LOC105378728,SZ
LOC105378800,SZ
LOC105379164,SZ
LOC105379366,SZ
LOC105379382,SZ
LOC105379641,SZ
LOC107983974,SZ
LOC107984113,SZ
LOC107984213,SZ
LOC107984265,SZ
LOC107984270,SZ
LOC107984284,SZ
LOC107984527,SZ
LOC107984576,SZ
LOC107984685,SZ
LOC107984782,SZ
LOC107984836,SZ
LOC107984940,SZ
LOC107984941,SZ
LOC107985255,SZ
LOC107985505,SZ
LOC107985511,SZ
LOC107985948,SZ
LOC107985969,SZ
LOC107986119,SZ
LOC107986178,SZ
LOC107986348,SZ
LOC107986582,SZ
LOC107986589,SZ
LOC107986626,SZ
LOC107986638,SZ
LOC107986667,SZ
LOC107986777,SZ
LOC107986814,SZ
LOC107986983,SZ
LOC107987027,SZ
LOC107987043,SZ
LOC107987209,SZ
LOC107987479,SZ
LOC108783645,SZ
LOC110806262,SZ
LOC112267902,SZ
LOC112267956,SZ
LOC112268294,SZ
LOC284930,SZ
LOC285819,SZ
LOC349160,SZ
LOC642484,SZ
LOC643542,SZ
LOC730100,SZ
LOC91370,SZ
LOH19CR1,SZ
LPAR1,SZ
LPAR2,SZ
LPAR3,SZ
LPCAT4,SZ
LPL,SZ
LPP,SZ
LRFN2,SZ
LRP1,SZ
LRP1B,SZ
LRP2,SZ
LRP2BP,SZ
LRP4,SZ
LRP8,SZ
LRRC4,SZ
LRRC57,SZ
LRRFIP1,SZ
LRRK2,SZ
LRRN2,SZ
LRRN3,SZ
LRRTM1,SZ
LRRTM4,SZ
LSAMP,SZ
LSM1,SZ
LTA,SZ
LTN1,SZ
LYPD4,SZ
LYRM4,SZ
LYST,SZ
LYVE1,SZ
MACF1,SZ
MAD1L1,SZ
MAG,SZ
MAGEC1,SZ
MAGEL2,SZ
MAGI1,SZ
MAGI2,SZ
MAIP1,SZ
MALAT1,SZ
MAML2,SZ
MAML3,SZ
MAN1C1,SZ
MAN2A1,SZ
MAOA,SZ
MAOB,SZ
MAP1A,SZ
MAP1B,SZ
MAP2,SZ
MAP2K1,SZ
MAP2K7,SZ
MAP3K8,SZ
MAP4,SZ
MAP6,SZ
MAP7,SZ
MAPK1,SZ
MAPK14,SZ
MAPK3,SZ
MAPK4,SZ
MAPK8,SZ
MAPK8IP3,SZ
MAPT,SZ
MARCHF1,SZ
MARCHF10,SZ
MARCHF6,SZ
MARCHF9,SZ
MARCKS,SZ
MARK1,SZ
MARK2,SZ
MAS1,SZ
MAU2,SZ
MBD2,SZ
MBD5,SZ
MBNL1,SZ
MBOAT4,SZ
MBP,SZ
MC2R,SZ
MC4R,SZ
MC5R,SZ
MCAT,SZ
MCC,SZ
MCCC2,SZ
MCF2L,SZ
MCHR1,SZ
MCHR2,SZ
MCM7,SZ
MCPH1,SZ
MCTP2,SZ
MDC1,SZ
MDD1,SZ
MDGA1,SZ
MDH1,SZ
MDK,SZ
MDM2,SZ
ME2,SZ
MECP2,SZ
MECR,SZ
MED12,SZ
MED15,SZ
MED26,SZ
MEF2A,SZ
MEF2C,SZ
MEF2C-AS1,SZ
MEF2C-AS2,SZ
MEG3,SZ
MEGF10,SZ
MEIKIN,SZ
MET,SZ
METAP2,SZ
METTL21A,SZ
MFAP1,SZ
MFGE8,SZ
MGAT1,SZ
MGS,SZ
MIA,SZ
MIAT,SZ
MICB,SZ
MICB-DT,SZ
MIF,SZ
MIF-AS1,SZ
MINDY2,SZ
MIR100HG,SZ
MIR107,SZ
MIR125B1,SZ
MIR126,SZ
MIR1271,SZ
MIR1288,SZ
MIR1307,SZ
MIR130B,SZ
MIR132,SZ
MIR137,SZ
MIR137HG,SZ
MIR144,SZ
MIR146A,SZ
MIR15B,SZ
MIR17,SZ
MIR183,SZ
MIR184,SZ
MIR185,SZ
MIR193A,SZ
MIR195,SZ
MIR198,SZ
MIR19B1,SZ
MIR200C,SZ
MIR204,SZ
MIR206,SZ
MIR212,SZ
MIR217HG,SZ
MIR219A1,SZ
MIR219A2,SZ
MIR22,SZ
MIR223,SZ
MIR25,SZ
MIR2682,SZ
MIR29B2,SZ
MIR29B2CHG,SZ
MIR29C,SZ
MIR301A,SZ
MIR30A,SZ
MIR30B,SZ
MIR30E,SZ
MIR3162,SZ
MIR320A,SZ
MIR326,SZ
MIR328,SZ
MIR338,SZ
MIR346,SZ
MIR34A,SZ
MIR382,SZ
MIR432,SZ
MIR4449,SZ
MIR4655,SZ
MIR4761,SZ
MIR4797,SZ
MIR485,SZ
MIR497,SZ
MIR664A,SZ
MIR6843,SZ
MIR6891,SZ
MIR708,SZ
MIR9-2,SZ
MIR936,SZ
MIR98,SZ
MIRLET7G,SZ
MIXL1,SZ
MLC1,SZ
MLLT11,SZ
MLLT3,SZ
MMEL1,SZ
MMP16,SZ
MMP3,SZ
MMP9,SZ
MMRN1,SZ
MNAT1,SZ
MOB4,SZ
MOBP,SZ
MOG,SZ
MOK,SZ
MOXD1,SZ
MPC2,SZ
MPHOSPH9,SZ
MPI,SZ
MPP2,SZ
MPP4,SZ
MPP6,SZ
MPZ,SZ
MPZL1,SZ
MRGPRX1,SZ
MRGPRX3,SZ
MRGPRX4,SZ
MROH2A,SZ
MROH6,SZ
MRPL33,SZ
MRTFA,SZ
MRTFB,SZ
MS,SZ
MS4A1,SZ
MSANTD1,SZ
MSH5,SZ
MSH5-SAPCD1,SZ
MSI2,SZ
MSMB,SZ
MSRA,SZ
MSRB1,SZ
MSS51,SZ
MST1,SZ
MSTO1,SZ
MT1B,SZ
MTCO2P12,SZ
MTCO3P1,SZ
MTERF4,SZ
MTHFD1,SZ
MTHFD1L,SZ
MTHFR,SZ
MTNR1A,SZ
MTNR1B,SZ
MTOR,SZ
MTR,SZ
MTRR,SZ
MTTP,SZ
MUC1,SZ
MUC21,SZ
MUC22,SZ
MUCL3,SZ
MXRA5,SZ
MYD88,SZ
MYDGF,SZ
MYH11,SZ
MYH9,SZ
MYL12B,SZ
MYO16,SZ
MYO18B,SZ
MYO1D,SZ
MYO1H,SZ
MYO5B,SZ
MYO7A,SZ
MYO9B,SZ
MYT1L,SZ
MZB1,SZ
NAALAD2,SZ
NAB2,SZ
NALCN,SZ
NANOG,SZ
NANOS1,SZ
NANS,SZ
NAT2,SZ
NAT8L,SZ
NAV1,SZ
NAV2,SZ
NBPF3,SZ
NCAM1,SZ
NCAN,SZ
NCAPG2,SZ
NCOA6,SZ
NCS1,SZ
NCSTN,SZ
ND1,SZ
ND4,SZ
ND5,SZ
NDE1,SZ
NDEL1,SZ
NDOR1,SZ
NDP,SZ
NDRG4,SZ
NDST3,SZ
NDUFA6-DT,SZ
NDUFAF2,SZ
NDUFB5,SZ
NDUFS1,SZ
NDUFS3,SZ
NDUFS6,SZ
NDUFS7,SZ
NDUFV1,SZ
NDUFV2,SZ
NDUFV2P1,SZ
NEAT1,SZ
NEDD4,SZ
NEFH,SZ
NEFL,SZ
NEFM,SZ
NEGR1,SZ
NEK1,SZ
NEK4,SZ
NES,SZ
NETO1,SZ
NEU1,SZ
NEURL1,SZ
NEUROD1,SZ
NEUROD2,SZ
NEUROG1,SZ
NEUROG2,SZ
NF2,SZ
NFASC,SZ
NFATC2,SZ
NFATC3,SZ
NFE2L2,SZ
NFIB,SZ
NFKB1,SZ
NFYC,SZ
NGEF,SZ
NGF,SZ
NGF-AS1,SZ
NGFR,SZ
NHS,SZ
NIPA1,SZ
NISCH,SZ
NKAPL,SZ
NKX2-1,SZ
NLGN1,SZ
NLGN2,SZ
NLGN3,SZ
NLGN4X,SZ
NMBR,SZ
NNMT,SZ
NOL4,SZ
NONO,SZ
NOS1,SZ
NOS1AP,SZ
NOS2,SZ
NOS3,SZ
NOSIP,SZ
NOTCH2,SZ
NOTCH2NLA,SZ
NOTCH2NLB,SZ
NOTCH2NLC,SZ
NOTCH3,SZ
NOTCH4,SZ
NOVA1,SZ
NPAS1,SZ
NPAS2,SZ
NPAS3,SZ
NPAS4,SZ
NPC1,SZ
NPL,SZ
NPPA,SZ
NPRL2,SZ
NPS,SZ
NPSR1,SZ
NPSR1-AS1,SZ
NPTN,SZ
NPTX1,SZ
NPTX2,SZ
NPY,SZ
NPY1R,SZ
NPY2R,SZ
NQO1,SZ
NQO2,SZ
NR0B2,SZ
NR1H4,SZ
NR1I2,SZ
NR2E1,SZ
NR3C1,SZ
NR3C2,SZ
NR4A1,SZ
NR4A2,SZ
NR4A3,SZ
NRAD1,SZ
NRAS,SZ
NRCAM,SZ
NRG1,SZ
NRG1-IT1,SZ
NRG2,SZ
NRG3,SZ
NRG4,SZ
NRGN,SZ
NRIP1,SZ
NRN1,SZ
NRSN1,SZ
NRXN1,SZ
NRXN2,SZ
NRXN3,SZ
NSD3,SZ
NSFL1C,SZ
NSG1,SZ
NSMCE2,SZ
NSUN6,SZ
NT5C2,SZ
NT5DC2,SZ
NTF3,SZ
NTF4,SZ
NTM,SZ
NTNG1,SZ
NTNG2,SZ
NTRK1,SZ
NTRK2,SZ
NTRK3,SZ
NTS,SZ
NTSR1,SZ
NUCB2,SZ
NUCKS1,SZ
NUFIP2,SZ
NUMBL,SZ
NUP37,SZ
NUP98,SZ
NVL,SZ
NXF1,SZ
OCLN,SZ
OFCC1,SZ
OGG1,SZ
OIP5-AS1,SZ
OLIG2,SZ
OPA1,SZ
OPCML,SZ
OPN1MW,SZ
OPN1MW2,SZ
OPN1MW3,SZ
OPN1SW,SZ
OPN5,SZ
OPRD1,SZ
OPRK1,SZ
OPRL1,SZ
OPRM1,SZ
OR10A4,SZ
OR12D3,SZ
OR2AG1,SZ
OR4C46,SZ
OR5V1,SZ
OR8B3,SZ
OSBPL10,SZ
OSBPL1A,SZ
OSCP1,SZ
OTOP2,SZ
OTUD7A,SZ
OTX2,SZ
OXER1,SZ
OXSR1,SZ
OXT,SZ
OXTR,SZ
P2RX1,SZ
P2RX2,SZ
P2RX3,SZ
P2RX4,SZ
P2RX5,SZ
P2RX5-TAX1BP3,SZ
P2RX6,SZ
P2RX7,SZ
P2RY1,SZ
P2RY2,SZ
P4HB,SZ
PACERR,SZ
PADI1,SZ
PADI2,SZ
PADI4,SZ
PAEP,SZ
PAFAH1B1,SZ
PAG1,SZ
PAH,SZ
PAK1,SZ
PAK2,SZ
PAK3,SZ
PAK6,SZ
PALB2,SZ
PANK2,SZ
PANX1,SZ
PANX2,SZ
PANX3,SZ
PARL,SZ
PARP1,SZ
PARP9,SZ
PART1,SZ
PAWR,SZ
PAX6,SZ
PBRM1,SZ
PBX2,SZ
PCCB,SZ
PCDH12,SZ
PCDH15,SZ
PCDH17,SZ
PCDH19,SZ
PCDH7,SZ
PCDH8,SZ
PCDHA1,SZ
PCED1B,SZ
PCK1,SZ
PCLAF,SZ
PCLO,SZ
PCM1,SZ
PCMT1,SZ
PCNT,SZ
PCNX1,SZ
PCYT1A,SZ
PDCD11,SZ
PDE10A,SZ
PDE2A,SZ
PDE4A,SZ
PDE4B,SZ
PDE4D,SZ
PDE7B,SZ
PDE9A,SZ
PDGFB,SZ
PDGFRB,SZ
PDIA2,SZ
PDIA6,SZ
PDIK1L,SZ
PDLIM5,SZ
PDLIM7,SZ
PDSS1,SZ
PDXDC1,SZ
PDYN,SZ
PDZD7,SZ
PDZK1,SZ
PEBP1,SZ
PEMT,SZ
PENK,SZ
PEPD,SZ
PER3,SZ
PEX19,SZ
PFKM,SZ
PGBD1,SZ
PGC,SZ
PGK1,SZ
PGP,SZ
PGPEP1,SZ
PGRMC1,SZ
PHACTR3,SZ
PHB,SZ
PHF5A,SZ
PHOBS,SZ
PHOX2B,SZ
PI4K2B,SZ
PI4KA,SZ
PICALM,SZ
PICK1,SZ
PIK3C2A,SZ
PIK3C3,SZ
PIK3CA,SZ
PIK3CB,SZ
PIK3CD,SZ
PIK3CG,SZ
PINK1,SZ
PIP4K2A,SZ
PIP4K2C,SZ
PITPNM1,SZ
PITPNM2,SZ
PITX2,SZ
PITX3,SZ
PIWIL1,SZ
PIWIL4,SZ
PKDCC,SZ
PKHD1,SZ
PKNOX2,SZ
PKP4,SZ
PLA1A,SZ
PLA2G10,SZ
PLA2G12A,SZ
PLA2G15,SZ
PLA2G1B,SZ
PLA2G2A,SZ
PLA2G4A,SZ
PLA2G4B,SZ
PLA2G4C,SZ
PLA2G4D,SZ
PLA2G5,SZ
PLA2G6,SZ
PLA2G7,SZ
PLAA,SZ
PLAT,SZ
PLB1,SZ
PLCB1,SZ
PLCB4,SZ
PLCG1,SZ
PLCH2,SZ
PLCL1,SZ
PLCL2,SZ
PLEC,SZ
PLEKHA6,SZ
PLEKHF1,SZ
PLF,SZ
PLG,SZ
PLLP,SZ
PLP1,SZ
PLPP1,SZ
PLSCR4,SZ
PLXNA2,SZ
PLXNB1,SZ
PLXNB3,SZ
PMCH,SZ
PML,SZ
PMM2,SZ
PMP2,SZ
PMP22,SZ
PNMA2,SZ
PNOC,SZ
PNPLA2,SZ
PNPO,SZ
POFUT1,SZ
POFUT2,SZ
POLD4,SZ
POLDIP2,SZ
POLR2A,SZ
POLR2F,SZ
POM121L2,SZ
POMC,SZ
PON1,SZ
POTEF,SZ
POTEKP,SZ
POTEM,SZ
POU3F1,SZ
POU3F2,SZ
POU5F1,SZ
POU5F1P3,SZ
POU5F1P4,SZ
PPARA,SZ
PPARG,SZ
PPARGC1A,SZ
PPARGC1B,SZ
PPIA,SZ
PPM1G,SZ
PPM1K,SZ
PPP1R13B,SZ
PPP1R16B,SZ
PPP1R1B,SZ
PPP1R9A,SZ
PPP1R9B,SZ
PPP2CA,SZ
PPP2R2B,SZ
PPP3CA,SZ
PPP3CB,SZ
PPP3CC,SZ
PPP3R1,SZ
PPT1,SZ
PRCP,SZ
PRDM14,SZ
PRDX2,SZ
PRDX6,SZ
PREP,SZ
PRKAA1,SZ
PRKAR1A,SZ
PRKAR2B,SZ
PRKCA,SZ
PRKCD,SZ
PRKCG,SZ
PRKD1,SZ
PRKG1,SZ
PRKN,SZ
PRL,SZ
PRNP,SZ
PRODH,SZ
PRODH2,SZ
PRORP,SZ
PROS1,SZ
PROX1-AS1,SZ
PRPF40B,SZ
PRR12,SZ
PRRC2A,SZ
PRRG2,SZ
PRS,SZ
PRSS16,SZ
PRSS3,SZ
PSAP,SZ
PSAT1,SZ
PSD,SZ
PSD3,SZ
PSEN2,SZ
PSMB6,SZ
PSMB9,SZ
PSMD10,SZ
PSMD9,SZ
PSMG1,SZ
PSORS1C1,SZ
PSORS1C2,SZ
PSPH,SZ
PSPN,SZ
PSS,SZ
PTEN,SZ
PTGDS,SZ
PTGER3,SZ
PTGER4,SZ
PTGES3,SZ
PTGIS,SZ
PTGS1,SZ
PTGS2,SZ
PTK2B,SZ
PTK7,SZ
PTPA,SZ
PTPN1,SZ
PTPN21,SZ
PTPN4,SZ
PTPN5,SZ
PTPN6,SZ
PTPRA,SZ
PTPRF,SZ
PTPRG,SZ
PTPRN2,SZ
PTPRZ1,SZ
PTPRZ2,SZ
PURA,SZ
PVALB,SZ
PVR,SZ
PWAR1,SZ
PYCARD,SZ
PYY,SZ
QKI,SZ
QPCT,SZ
R3HDM2,SZ
R3HDML,SZ
RAB11FIP5,SZ
RAB3GAP1,SZ
RAB40B,SZ
RABGEF1,SZ
RAC1,SZ
RAI1,SZ
RALGPS1,SZ
RANBP1,SZ
RANBP2,SZ
RANBP9,SZ
RANGAP1,SZ
RAP1A,SZ
RAPGEF2,SZ
RAPGEF4,SZ
RAPGEF5,SZ
RAPGEF6,SZ
RARA,SZ
RARB,SZ
RARG,SZ
RASD2,SZ
RASGRF1,SZ
RASL12,SZ
RASSF1,SZ
RASSF1-AS1,SZ
RB1CC1,SZ
RBFOX1,SZ
RBKS,SZ
RBM12,SZ
RBM23,SZ
RBM45,SZ
RBM6,SZ
RBP1,SZ
RBP4,SZ
RBPJ,SZ
RCBTB1,SZ
REG1A,SZ
RELA,SZ
RELA-DT,SZ
RELN,SZ
REM1,SZ
REN,SZ
RENBP,SZ
RERE,SZ
RERE-AS1,SZ
REST,SZ
RETN,SZ
RETREG2,SZ
RFESD,SZ
RFLNA,SZ
RFT1,SZ
RFX1,SZ
RGS10,SZ
RGS12,SZ
RGS2,SZ
RGS4,SZ
RGS5,SZ
RGS6,SZ
RGS9,SZ
RHD,SZ
RIDA,SZ
RIMS2,SZ
RIMS3,SZ
RIPK2,SZ
RIT2,SZ
RLBP1,SZ
RN7SL100P,SZ
RNANC,SZ
RNF19A,SZ
RNF40,SZ
RNH1,SZ
RNR2,SZ
ROPN1L,SZ
RORA,SZ
RORC,SZ
RPA1,SZ
RPL13,SZ
RPL3,SZ
RPL37,SZ
RPN2,SZ
RPP14,SZ
RPS10,SZ
RPS19,SZ
RPS6KA3,SZ
RPSA,SZ
RREB1,SZ
RRN3,SZ
RSRC1,SZ
RSS,SZ
RTKN2,SZ
RTN1,SZ
RTN3,SZ
RTN4,SZ
RTN4R,SZ
RUNDC3B,SZ
RUNX1,SZ
RXRB,SZ
S100A10,SZ
S100A11,SZ
S100A9,SZ
S100B,SZ
S1PR1,SZ
SAFB,SZ
SAMD4A,SZ
SAP30BP,SZ
SARNP,SZ
SAT1,SZ
SATB2,SZ
SBNO1,SZ
SBNO2,SZ
SCAF1,SZ
SCD,SZ
SCGB1A1,SZ
SCLY,SZ
SCN2A,SZ
SCN4A,SZ
SCN8A,SZ
SCPEP1,SZ
SCZD1,SZ
SCZD10,SZ
SCZD13,SZ
SCZD2,SZ
SDCCAG8,SZ
SDF2L1,SZ
SDF4,SZ
SDHA,SZ
SEC14L2,SZ
SEC24C,SZ
SECTM1,SZ
SEH1L,SZ
SELENBP1,SZ
SELENOH,SZ
SELENOP,SZ
SELL,SZ
SEMA3A,SZ
SEMA3D,SZ
SEMA4B,SZ
SEMA6A,SZ
SEMA6D,SZ
SEPHS1,SZ
SEPTIN11,SZ
SEPTIN2,SZ
SEPTIN4,SZ
SEPTIN5,SZ
SEPTIN6,SZ
SEPTIN7,SZ
SERPINA1,SZ
SERPINA3,SZ
SERPINA4,SZ
SERPINA5,SZ
SERPINC1,SZ
SERPINE1,SZ
SERPINF1,SZ
SERPINF2,SZ
SERPING1,SZ
SERPINI1,SZ
SET,SZ
SETD1A,SZ
SETD2,SZ
SETDB1,SZ
SF3B1,SZ
SF3B6,SZ
SFI1,SZ
SFMBT1,SZ
SFSWAP,SZ
SFTA2,SZ
SFXN5,SZ
SGCD,SZ
SGCG,SZ
SGIP1,SZ
SGK1,SZ
SGSM3,SZ
SH2B1,SZ
SH3GL2,SZ
SH3PXD2A,SZ
SHANK1,SZ
SHANK2,SZ
SHANK3,SZ
SHBG,SZ
SHISA9,SZ
SHMT1,SZ
SHMT2,SZ
SHOX2,SZ
SIGMAR1,SZ
SIPA1L2,SZ
SIRPA,SZ
SIRPB1,SZ
SIRT1,SZ
SIRT5,SZ
SIVA1,SZ
SKAP2,SZ
SKIL,SZ
SKP1,SZ
SLC12A2,SZ
SLC12A5,SZ
SLC12A5-AS1,SZ
SLC12A6,SZ
SLC14A2,SZ
SLC16A1,SZ
SLC17A1,SZ
SLC17A3,SZ
SLC17A4,SZ
SLC17A6,SZ
SLC17A7,SZ
SLC18A1,SZ
SLC18A2,SZ
SLC1A1,SZ
SLC1A2,SZ
SLC1A3,SZ
SLC1A4,SZ
SLC1A5,SZ
SLC1A6,SZ
SLC22A16,SZ
SLC23A3,SZ
SLC25A1,SZ
SLC25A12,SZ
SLC25A14,SZ
SLC25A20,SZ
SLC25A27,SZ
SLC25A4,SZ
SLC26A1,SZ
SLC26A7,SZ
SLC26A8,SZ
SLC27A5,SZ
SLC2A3,SZ
SLC2A9,SZ
SLC30A3,SZ
SLC30A8,SZ
SLC32A1,SZ
SLC35G1,SZ
SLC38A1,SZ
SLC38A2,SZ
SLC38A3,SZ
SLC38A8,SZ
SLC39A14,SZ
SLC39A8,SZ
SLC45A1,SZ
SLC4A10,SZ
SLC52A2,SZ
SLC6A1,SZ
SLC6A11,SZ
SLC6A12,SZ
SLC6A13,SZ
SLC6A2,SZ
SLC6A3,SZ
SLC6A4,SZ
SLC6A5,SZ
SLC6A9,SZ
SLC7A10,SZ
SLC7A5,SZ
SLC7A6,SZ
SLC7A6OS,SZ
SLC8A1-AS1,SZ
SLC9A3R1,SZ
SLC9B1,SZ
SLCO6A1,SZ
SLIT3,SZ
SLITRK1,SZ
SMAD3,SZ
SMAD4,SZ
SMAD5,SZ
SMARCA1,SZ
SMARCA2,SZ
SMG1,SZ
SMG6,SZ
SMIM15-AS1,SZ
SMN1,SZ
SMN2,SZ
SMPD3,SZ
SMS,SZ
SMUG1,SZ
SNAP25,SZ
SNAP25-AS1,SZ
SNAP29,SZ
SNAP91,SZ
SNCA,SZ
SNCB,SZ
SNED1,SZ
SNIP1,SZ
SNORA38,SZ
SNORC,SZ
SNORD103C,SZ
SNORD118,SZ
SNRNP70,SZ
SNRPN,SZ
SNTG1,SZ
SNURF,SZ
SNX19,SZ
SNX29,SZ
SNX31,SZ
SOCS2,SZ
SOD1,SZ
SOD2,SZ
SORBS1,SZ
SORBS3,SZ
SORCS3,SZ
SORL1,SZ
SORT1,SZ
SOS1,SZ
SOX10,SZ
SOX2-OT,SZ
SOX5,SZ
SOX6,SZ
SP1,SZ
SP2-AS1,SZ
SP4,SZ
SPARC,SZ
SPATA5,SZ
SPATA6L,SZ
SPATS2L,SZ
SPDEF,SZ
SPECC1,SZ
SPG11,SZ
SPG7,SZ
SPHKAP,SZ
SPN,SZ
SPR,SZ
SPRED2,SZ
SPRY4,SZ
SPRY4-IT1,SZ
SPTAN1,SZ
SPTBN2,SZ
SPTLC1,SZ
SRA1,SZ
SRCIN1,SZ
SRD5A2,SZ
SREBF1,SZ
SREBF2,SZ
SRF,SZ
SRGAP3,SZ
SRM,SZ
SRPK2,SZ
SRPRA,SZ
SRR,SZ
SRRT,SZ
SRSF1,SZ
SRSF10,SZ
SRSF6,SZ
SRSF7,SZ
SRY,SZ
SST,SZ
SSTR4,SZ
SSTR5,SZ
SSUH2,SZ
ST3GAL1,SZ
ST3GAL3,SZ
ST6GALNAC1,SZ
ST8SIA2,SZ
ST8SIA3,SZ
ST8SIA4,SZ
STAB1,SZ
STAG1,SZ
STAR,SZ
STARD4-AS1,SZ
STAT1,SZ
STATH,SZ
STAU1,SZ
STEAP1B,SZ
STH,SZ
STIN2-VNTR,SZ
STK19,SZ
STK24,SZ
STMN1,SZ
STMN2,SZ
STON2,SZ
STRN,SZ
STS,SZ
STT3A,SZ
STT3A-AS1,SZ
STUB1,SZ
STX1A,SZ
STX2,SZ
STX7,SZ
STXBP1,SZ
STXBP3,SZ
STXBP5L,SZ
SUB1,SZ
SUCO,SZ
SUFU,SZ
SUGP1,SZ
SULT1E1,SZ
SULT2A1,SZ
SULT4A1,SZ
SUMF1,SZ
SUMO1,SZ
SV2A,SZ
SYN1,SZ
SYN2,SZ
SYN3,SZ
SYNDIG1,SZ
SYNE1,SZ
SYNGAP1,SZ
SYNGR1,SZ
SYNM,SZ
SYNPO,SZ
SYP,SZ
SYT11,SZ
TAAR1,SZ
TAAR6,SZ
TAC1,SZ
TACR1,SZ
TACR3,SZ
TAF15,SZ
TAGLN3,SZ
TAL1,SZ
TAOK2,SZ
TAP1,SZ
TAP2,SZ
TAPBP,SZ
TARDBP,SZ
TAS2R38,SZ
TBC1D1,SZ
TBC1D19,SZ
TBC1D22A,SZ
TBC1D2B,SZ
TBC1D5,SZ
TBC1D9,SZ
TBCB,SZ
TBCD,SZ
TBP,SZ
TBPL1,SZ
TBR1,SZ
TBX1,SZ
TBX4,SZ
TBXAS1,SZ
TCEAL1,SZ
TCF20,SZ
TCF4,SZ
TCF4-AS1,SZ
TCF7L2,SZ
TCP1,SZ
TCTA,SZ
TDO2,SZ
TEAD1,SZ
TEKT5,SZ
TENM2,SZ
TENM3,SZ
TENM4,SZ
TEP1,SZ
TERC,SZ
TERF2IP,SZ
TERT,SZ
TET1,SZ
TET2,SZ
TET2-AS1,SZ
TEX36,SZ
TF,SZ
TFAP2A,SZ
TFPI,SZ
TGFB1,SZ
TGFB2,SZ
TGFBI,SZ
TGFBR2,SZ
TGFBRAP1,SZ
TGM2,SZ
TGM5,SZ
TH,SZ
THAS,SZ
THBD,SZ
THBS1,SZ
THOC1,SZ
THOC7,SZ
THOP1,SZ
THRA,SZ
THRA1/BTR,SZ
THRB,SZ
THSD7A,SZ
TIGAR,SZ
TIMP1,SZ
TIMP2,SZ
TIMP3,SZ
TIMP4,SZ
TKT,SZ
TLR1,SZ
TLR2,SZ
TLR3,SZ
TLR4,SZ
TLR5,SZ
TLR7,SZ
TLR9,SZ
TLX1NB,SZ
TMC2,SZ
TMED10,SZ
TMED10P1,SZ
TMED2,SZ
TMED5,SZ
TMEM108,SZ
TMEM11,SZ
TMEM132D,SZ
TMEM176A,SZ
TMEM219,SZ
TMEM245,SZ
TMEM97,SZ
TMPRSS13,SZ
TMPRSS5,SZ
TMSB10,SZ
TMTC1,SZ
TMX2,SZ
TMX2-CTNND1,SZ
TNF,SZ
TNFRSF11B,SZ
TNFRSF17,SZ
TNFRSF1A,SZ
TNFRSF1B,SZ
TNFSF13,SZ
TNIK,SZ
TNIP1,SZ
TNXB,SZ
TOP1,SZ
TOP3B,SZ
TOX,SZ
TP53,SZ
TPH1,SZ
TPH2,SZ
TPI1,SZ
TPO,SZ
TPP2,SZ
TPPP,SZ
TPPP3,SZ
TPSG1,SZ
TPT1,SZ
TPTEP2-CSNK1E,SZ
TRAF3IP2-AS1,SZ
TRAK1,SZ
TRANK1,SZ
TRAPPC3,SZ
TRBV2,SZ
TRBV7-2,SZ
TRC-GCA24-1,SZ
TREM1,SZ
TREM2,SZ
TRGVB,SZ
TRIM10,SZ
TRIM26,SZ
TRIM27,SZ
TRIM3,SZ
TRIM31,SZ
TRIM31-AS1,SZ
TRIM32,SZ
TRIM5,SZ
TRIO,SZ
TRIP13,SZ
TRIP4,SZ
TRMT2A,SZ
TRNE,SZ
TRNS2,SZ
TRPM1,SZ
TRPM3,SZ
TRPM6,SZ
TRPV1,SZ
TRRAP,SZ
TSBP1,SZ
TSBP1-AS1,SZ
TSC2,SZ
TSHZ1,SZ
TSNARE1,SZ
TSNAX,SZ
TSNAX-DISC1,SZ
TSPAN18,SZ
TSPAN31,SZ
TSPAN32,SZ
TSPAN8,SZ
TSPO,SZ
TSTD1,SZ
TTC12,SZ
TTC33,SZ
TTC9C,SZ
TTLL11,SZ
TTLL11-IT1,SZ
TTLL6,SZ
TTN,SZ
TTN-AS1,SZ
TTR,SZ
TUBA1B,SZ
TUBB,SZ
TUBB2B,SZ
TUSC3,SZ
TWF2,SZ
TXN,SZ
TXNDC5,SZ
TXNIP,SZ
TXNL4B,SZ
TXNRD1,SZ
TXNRD2,SZ
TXNRD3,SZ
TYMS,SZ
TYR,SZ
TYROBP,SZ
TYRP1,SZ
UBASH3B,SZ
UBE2D1,SZ
UBE2K,SZ
UBE2N,SZ
UBE2Q2P1,SZ
UBE2Z,SZ
UBE3A,SZ
UBXN2B,SZ
UCHL1,SZ
UCP1,SZ
UCP2,SZ
UFD1,SZ
UGT1A3,SZ
UGT1A8,SZ
UHMK1,SZ
ULK1,SZ
ULK2,SZ
ULK4,SZ
UNC13B,SZ
UNC5C,SZ
UPF3B,SZ
UPK3B,SZ
UPP2,SZ
UQCRC1,SZ
USE1,SZ
USH1C,SZ
USH1G,SZ
USH2A,SZ
USO1,SZ
USP46,SZ
