gene,class
VTN,BIPO
VWA8,BIPO
WASF1,BIPO
WDR12,BIPO
WFS1,BIPO
WHRN,BIPO
XBP1,BIPO
YWHAE,BIPO
YWHAH,BIPO
YWHAZ,BIPO
ZBTB20,BIPO
ZBTB42,BIPO
ZCCHC2,BIPO
ZCCHC7,BIPO
ZDHHC8,BIPO
ZFPM2,BIPO
ZMYM3,BIPO
ZNF204P,BIPO
ZNF365,BIPO
ZNF493,BIPO
ZNF577,BIPO
ZNF592,BIPO
ZNF615,BIPO
ZNF740,BIPO
ZNF804A,BIPO
ZNF93,BIPO
ZNRD1,BIPO
ZUP1,BIPO
AADAT,ASD
AANAT,ASD
ABAT,ASD
ABCA13,ASD
ABCA7,ASD
ABCB1,ASD
ABCB6,ASD
ACACA,ASD
ACAN,ASD
ACKR3,ASD
ACSM3,ASD
ACTB,ASD
ACTC1,ASD
ACTN4,ASD
ADA,ASD
ADAM10,ASD
ADCYAP1R1,ASD
ADGRL3,ASD
ADNP,ASD
ADORA2A,ASD
ADORA2A-AS1,ASD
ADRA1A,ASD
ADRA2B,ASD
ADRA2C,ASD
ADRB2,ASD
AFF2,ASD
AFP,ASD
AGFG1,ASD
AGRP,ASD
AHI1,ASD
AHR,ASD
AHSA1,ASD
AIF1,ASD
AIFM1,ASD
AIM2,ASD
AIMP2,ASD
AKT1,ASD
ALDH1A1,ASD
ALDH1A3,ASD
AMT,ASD
AMY1A,ASD
AMY1B,ASD
AMY1C,ASD
ANGPT1,ASD
ANK2,ASD
ANK3,ASD
ANKK1,ASD
ANKRD11,ASD
APBA2,ASD
APC,ASD
APCS,ASD
APOC1,ASD
APOD,ASD
APOE,ASD
APP,ASD
AR,ASD
ARFGEF1,ASD
ARHGAP24,ASD
ARHGAP32,ASD
ARHGEF10,ASD
ARHGEF15,ASD
ARHGEF3,ASD
ARHGEF5,ASD
ARHGEF7,ASD
ARHGEF9,ASD
ARID1B,ASD
ARID2,ASD
ARID4B,ASD
ARNT2,ASD
ARNTL,ASD
ARNTL2,ASD
ARSA,ASD
ARSD,ASD
ARTN,ASD
ARX,ASD
ASCC1,ASD
ASH1L,ASD
ASMT,ASD
ASNS,ASD
ASTN2,ASD
ASXL3,ASD
ATG7,ASD
ATP10A,ASD
ATP13A2,ASD
ATP13A4,ASD
ATP2B2,ASD
ATP8A1,ASD
AUTS2,ASD
AVP,ASD
AVPR1A,ASD
B3GLCT,ASD
BACE1,ASD
BAG1,ASD
BAIAP2,ASD
BCKDK,ASD
BCL2,ASD
BDNF,ASD
BDNF-AS,ASD
BMP1,ASD
BMP4,ASD
BMS1,ASD
BRCA1,ASD
BRINP1,ASD
BRS3,ASD
BST1,ASD
BUB1,ASD
C4orf3,ASD
CA2,ASD
CACNA1A,ASD
CACNA1B,ASD
CACNA1C,ASD
CACNA1D,ASD
CACNA1G,ASD
CACNA1H,ASD
CACNB2,ASD
CAD,ASD
CADM1,ASD
CADPS,ASD
CADPS2,ASD
CALB2,ASD
CAMK2A,ASD
CAMK4,ASD
CAPG,ASD
CAPRIN1,ASD
CAPS2,ASD
CARS1,ASD
CARS1-AS1,ASD
CARS2,ASD
CASK,ASD
CASP1,ASD
CASP7,ASD
CAT,ASD
CAV3,ASD
CBLL2,ASD
CBLN2,ASD
CC2D1A,ASD
CCL11,ASD
CCL17,ASD
CCL2,ASD
CCL7,ASD
CD226,ASD
CD38,ASD
CD40,ASD
CD5L,ASD
CD69,ASD
CD79A,ASD
CDCA5,ASD
CDH10,ASD
CDH11,ASD
CDH13,ASD
CDH2,ASD
CDH8,ASD
CDH9,ASD
CDKL5,ASD
CDX2,ASD
CELF4,ASD
CEP41,ASD
CER1,ASD
CERNA3,ASD
CFP,ASD
CHAT,ASD
CHD2,ASD
CHD4,ASD
CHD5,ASD
CHD7,ASD
CHD8,ASD
CHDH,ASD
CHM,ASD
CHRNA3,ASD
CHRNA4,ASD
CHRNA7,ASD
CHRNB2,ASD
CIC,ASD
CIRBP,ASD
CLDN12,ASD
CLDN5,ASD
CLEC7A,ASD
CLIP1,ASD
CLN8,ASD
CLOCK,ASD
CMIP,ASD
CNTF,ASD
CNTN2,ASD
CNTN4,ASD
CNTN5,ASD
CNTN6,ASD
CNTNAP2,ASD
CNTNAP3,ASD
CNTNAP4,ASD
CNTNAP5,ASD
COBLL1,ASD
COG5,ASD
COL4A1,ASD
COL9A3,ASD
COMMD1,ASD
COMP,ASD
COMT,ASD
CORD1,ASD
COX2,ASD
COX5A,ASD
COX8A,ASD
CPB2,ASD
CPEB4,ASD
CPOX,ASD
CREB1,ASD
CREBBP,ASD
CRH,ASD
CRISP2,ASD
CRK,ASD
CRP,ASD
CS,ASD
CSF2,ASD
CTNNB1,ASD
CTNND2,ASD
CTSC,ASD
CTTNBP2,ASD
CUL3,ASD
CUX1,ASD
CUX2,ASD
CX3CR1,ASD
CXCL12,ASD
CXCL8,ASD
CXCR6,ASD
CYBB,ASD
CYFIP1,ASD
CYP11A1,ASD
CYP11B1,ASD
CYP11B2,ASD
CYP19A1,ASD
CYP1A2,ASD
CYP1B1,ASD
CYP1B1-AS1,ASD
CYP27A1,ASD
CYP27B1,ASD
CYP2C19,ASD
CYP2D6,ASD
CYP2E1,ASD
CYP2R1,ASD
CZ1P-ASNS,ASD
DAB1,ASD
DAO,ASD
DAOA,ASD
DBI,ASD
DCD,ASD
DDHD1,ASD
DDIT3,ASD
DDT,ASD
DDX53,ASD
DEAF1,ASD
DECR1,ASD
DEL11P13,ASD
DEPDC5,ASD
DGCR2,ASD
DGCR6,ASD
DHCR24,ASD
DHCR7,ASD
DHRS9,ASD
DIABLO,ASD
DIO2,ASD
DIO3,ASD
DIP2A,ASD
DIPK2A,ASD
DIPK2B,ASD
DISC1,ASD
DISC2,ASD
DLG4,ASD
DLGAP1,ASD
DLGAP4,ASD
DLX1,ASD
DLX2,ASD
DLX5,ASD
DLX6,ASD
DMD,ASD
DMXL2,ASD
DNAH8,ASD
DNASE1,ASD
DNASE1L1,ASD
DNMT1,ASD
DNMT3A,ASD
DNMT3B,ASD
DNMT3L,ASD
DOCK4,ASD
DPP10,ASD
DPP4,ASD
DPP6,ASD
DPYD,ASD
DPYSL3,ASD
DRD1,ASD
DRD2,ASD
DRD3,ASD
DRD4,ASD
DRD5,ASD
DST,ASD
DTNA,ASD
DYRK1A,ASD
EBPL,ASD
EDNRA,ASD
EEF1A2,ASD
EFCAB5,ASD
EGF,ASD
EGFR,ASD
EHBP1,ASD
EHMT1,ASD
EIF4E,ASD
EIF4EBP2,ASD
ELAVL2,ASD
ELK3,ASD
ELMOD1,ASD
ELMOD3,ASD
ELOVL2,ASD
ELOVL2-AS1,ASD
ELP4,ASD
EMSLR,ASD
EN2,ASD
ENO2,ASD
EPHA5,ASD
EPHB2,ASD
EPHX2,ASD
EPS8,ASD
ERBB4,ASD
ERC1,ASD
ERCC2,ASD
ERICD,ASD
ERMN,ASD
ERVMER34-1,ASD
ESCO2,ASD
ESR1,ASD
ESR2,ASD
EXT1,ASD
EYA1,ASD
EZH2,ASD
F2R,ASD
FA2H,ASD
FAAH,ASD
FABP1,ASD
FABP3,ASD
FABP5,ASD
FABP7,ASD
FADS1,ASD
FADS2,ASD
FAM107A,ASD
FAM120C,ASD
FAN1,ASD
FAP,ASD
FASTKD3,ASD
FBLIM1,ASD
FBXO31,ASD
FEV,ASD
FEZF2,ASD
FGA,ASD
FGF2,ASD
FGFR2,ASD
FH,ASD
FKBP5,ASD
FMR1,ASD
FMR1-AS1,ASD
FNDC3A,ASD
FOLH1,ASD
FOLR1,ASD
FOLR2,ASD
FOSL1,ASD
FOXC1,ASD
FOXE3,ASD
FOXF1,ASD
FOXG1,ASD
FOXN1,ASD
FOXP1,ASD
FOXP2,ASD
FOXP3,ASD
FRA7A,ASD
FRAXE,ASD
FUZ,ASD
FYN,ASD
GABPA,ASD
GABRA4,ASD
GABRA5,ASD
GABRB3,ASD
GABRG1,ASD
GABRG2,ASD
GABRQ,ASD
GAD1,ASD
GAD2,ASD
GALNT17,ASD
GAN,ASD
GATA4,ASD
GC,ASD
GDI1,ASD
GDNF,ASD
GEM,ASD
GFAP,ASD
GGCT,ASD
GLO1,ASD
GLRA2,ASD
GLUL,ASD
GML,ASD
GNB1L,ASD
GPHN,ASD
GPR155,ASD
GPR37,ASD
GPR42,ASD
GPR50,ASD
GPRASP2,ASD
GRAP2,ASD
GREM1,ASD
GRIA1,ASD
GRIA2,ASD
GRIK2,ASD
GRIK4,ASD
GRIN1,ASD
GRIN2A,ASD
GRIN2B,ASD
GRM1,ASD
GRM2,ASD
GRM5,ASD
GRM7,ASD
GRM8,ASD
GRP,ASD
GRPR,ASD
GSK3B,ASD
GSR,ASD
GSTA1,ASD
GSTK1,ASD
GSTM1,ASD
GSTM5,ASD
GSTP1,ASD
GSTT1,ASD
GTF2I,ASD
GZMB,ASD
H1-4,ASD
H3P40,ASD
HAGH,ASD
HAVCR1,ASD
HAVCR2,ASD
HDAC4,ASD
HEPACAM,ASD
HERC1,ASD
HERC2,ASD
HES1,ASD
HEY1,ASD
HFE,ASD
HGF,ASD
HLA-A,ASD
HLA-B,ASD
HLA-C,ASD
HLA-DPA1,ASD
HLA-DPB1,ASD
HLA-DRB1,ASD
HLA-G,ASD
HMGB1,ASD
HMGN1,ASD
HNF1B,ASD
HNRNPU,ASD
HOTAIR,ASD
HOTAIRM1,ASD
HOXA1,ASD
HOXB1,ASD
HOXB8,ASD
HOXD@,ASD
HOXD11,ASD
HP,ASD
HPGDS,ASD
HRAS,ASD
HRH4,ASD
HSPA1A,ASD
HSPA1B,ASD
HSPA4,ASD
HTC2,ASD
HTR1A,ASD
HTR1B,ASD
HTR2A,ASD
HTR2C,ASD
HTR3C,ASD
HTR7,ASD
ICA1,ASD
IDS,ASD
IFNA1,ASD
IFNA13,ASD
IFNG,ASD
IFNG-AS1,ASD
IGF1,ASD
IGF2,ASD
IGFBP5,ASD
IL10,ASD
IL13,ASD
IL15,ASD
IL16,ASD
IL17A,ASD
IL17RA,ASD
IL18,ASD
IL1A,ASD
IL1B,ASD
IL1RAP,ASD
IL1RAPL1,ASD
IL1RAPL2,ASD
IL1RN,ASD
IL2,ASD
IL23A,ASD
IL23R,ASD
IL37,ASD
IL4,ASD
IL5,ASD
IL6,ASD
IL7,ASD
IL9,ASD
IMMP2L,ASD
INS,ASD
INSR,ASD
INTU,ASD
IQCB1,ASD
IQGAP3,ASD
IQSEC2,ASD
IRF1,ASD
IRS1,ASD
IRS2,ASD
ITGB3,ASD
ITPR1,ASD
ITPR3,ASD
JAK2,ASD
JAKMIP1,ASD
JARID2,ASD
JMJD1C,ASD
KANK1,ASD
KATNAL2,ASD
KCNJ10,ASD
KCNJ2,ASD
KCNJ9,ASD
KCNMA1,ASD
KCNQ2,ASD
KCTD13,ASD
KDM4C,ASD
KDM5A,ASD
KDM5B,ASD
KDM5C,ASD
KIAA0319,ASD
KIF1A,ASD
KIF21B,ASD
KIR2DS1,ASD
KIR3DL1,ASD
KIRREL3,ASD
KLF12,ASD
KLF16,ASD
KLLN,ASD
KLRC2,ASD
KMT2C,ASD
KMT5B,ASD
KNG1,ASD
KRT7,ASD
L1CAM,ASD
LAMB1,ASD
LAMC3,ASD
LANCL2,ASD
LAT,ASD
LBX1,ASD
LDHB,ASD
LEP,ASD
LGALS7,ASD
LGALS7B,ASD
LIG4,ASD
LIN7B,ASD
LINC00907,ASD
LINC01672,ASD
LINC02605,ASD
LINC-PINT,ASD
LMNA,ASD
LNPEP,ASD
LOC100132215,ASD
LOC101927870,ASD
LOC102723407,ASD
LOC102724058,ASD
LOC102724971,ASD
LOC105369655,ASD
LOC105371475,ASD
LOC105371720,ASD
LOC105373780,ASD
LOC107984406,ASD
LOC107986721,ASD
LOC107987479,ASD
LOC110806262,ASD
LOC112268151,ASD
LPAR2,ASD
LRFN2,ASD
LRFN5,ASD
LRP1,ASD
LRP2,ASD
LRP2BP,ASD
LRRC4,ASD
LRRN3,ASD
LRRTM3,ASD
LTA,ASD
LYZ,ASD
MACROD2,ASD
MAGEL2,ASD
MAOA,ASD
MAOB,ASD
MAP1LC3B,ASD
MAP2K1,ASD
MAPK1,ASD
MAPK14,ASD
MAPK3,ASD
MAPK7,ASD
MAPK8IP2,ASD
MAPT,ASD
MARK1,ASD
MARK2,ASD
MBD5,ASD
MBNL1,ASD
MBOAT7,ASD
MCPH1,ASD
MDD1,ASD
MDK,ASD
MEA1,ASD
MECP2,ASD
MEF2A,ASD
MEF2C,ASD
MEFV,ASD
MET,ASD
METTL21C,ASD
MIA,ASD
MIB1,ASD
MIF,ASD
MIF-AS1,ASD
MIP,ASD
MIR124-1,ASD
MIR1290,ASD
MIR132,ASD
MIR137,ASD
MIR140,ASD
MIR21,ASD
MIR34A,ASD
MIR34B,ASD
MIR451A,ASD
MIR4761,ASD
MIR484,ASD
MIR486-1,ASD
MIR6126,ASD
MIR656,ASD
MIR873,ASD
MKI67,ASD
MKNK1,ASD
MLF1,ASD
MLXIPL,ASD
MME,ASD
MMP3,ASD
MMP9,ASD
MNT,ASD
MOCOS,ASD
MOG,ASD
MPDZ,ASD
MRC1,ASD
MRTFB,ASD
MSANTD2,ASD
MSC,ASD
MSN,ASD
MSNP1,ASD
MSX1,ASD
MSX2,ASD
MTCO2P12,ASD
MTHFR,ASD
MTNR1A,ASD
MTNR1B,ASD
MTOR,ASD
MTR,ASD
MTRR,ASD
MUL1,ASD
MUSK,ASD
MYH10,ASD
MYH6,ASD
MYO16,ASD
MYT1L,ASD
NAA15,ASD
NANOS1,ASD
NBEA,ASD
NBEAL1,ASD
NCAM1,ASD
NCAM2,ASD
NCOA6,ASD
NCOR1,ASD
NCS1,ASD
NDUFS1,ASD
NDUFV1,ASD
NEAT1,ASD
NEGR1,ASD
NEMF,ASD
NEO1,ASD
NEXMIF,ASD
NF1,ASD
NFE2L2,ASD
NFIB,ASD
NFKB1,ASD
NFKBIL1,ASD
NGF,ASD
NGFR,ASD
NKX2-5,ASD
NLGN1,ASD
NLGN2,ASD
NLGN3,ASD
NLGN4X,ASD
NLGN4Y-AS1,ASD
NOC2L,ASD
NOS1,ASD
NOS1AP,ASD
NOS2,ASD
NOTCH1,ASD
NPPA,ASD
NPY,ASD
NR1D1,ASD
NR1I2,ASD
NR3C1,ASD
NR3C2,ASD
NR4A1,ASD
NR4A2,ASD
NRCAM,ASD
NRG1,ASD
NRIP1,ASD
NRP2,ASD
NRXN1,ASD
NRXN2,ASD
NRXN3,ASD
NSD1,ASD
NSUN2,ASD
NTM,ASD
NTRK1,ASD
NTS,ASD
NTSR1,ASD
NUAK1,ASD
NUFIP2,ASD
NXPH1,ASD
OGG1,ASD
OLIG2,ASD
OPN1LW,ASD
OPN1MW,ASD
OPN1MW2,ASD
OPN1MW3,ASD
OPN1SW,ASD
OPRK1,ASD
OPRM1,ASD
OSR1,ASD
OTX1,ASD
OXT,ASD
OXTR,ASD
P2RX7,ASD
P2RY12,ASD
PACERR,ASD
PAFAH1B1,ASD
PAG1,ASD
PAH,ASD
PAK2,ASD
PAM,ASD
PANDAR,ASD
PARK7,ASD
PART1,ASD
PAX3,ASD
PAX6,ASD
PCBP4,ASD
PCDH10,ASD
PCDH15,ASD
PCDH19,ASD
PCDH9,ASD
PCYT1A,ASD
PDE10A,ASD
PDZK1,ASD
PEG10,ASD
PER1,ASD
PERCC1,ASD
PEX7,ASD
PF4,ASD
PHB,ASD
PHB2,ASD
PHF21A,ASD
PHLDA2,ASD
PIEZO1,ASD
PIK3CA,ASD
PIK3CB,ASD
PIK3CD,ASD
PIK3CG,ASD
PITX2,ASD
PITX3,ASD
PKD2,ASD
PLA1A,ASD
PLA2G12A,ASD
PLA2G4C,ASD
PLAC8,ASD
PLAUR,ASD
PLCB1,ASD
PLG,ASD
POGZ,ASD
POLDIP2,ASD
POMC,ASD
POMGNT1,ASD
PON1,ASD
POR,ASD
POU3F2,ASD
PPARA,ASD
PPARG,ASD
PPARGC1A,ASD
PPL,ASD
PPP1R1B,ASD
PPP1R2C,ASD
PPP2R5D,ASD
PRDX2,ASD
PREX1,ASD
PRICKLE1,ASD
PRICKLE2,ASD
PRKAG2,ASD
PRKCB,ASD
PRKN,ASD
PRL,ASD
PRLR,ASD
PRODH,ASD
PRPF8,ASD
PRRT2,ASD
PRRX2,ASD
PRSS55,ASD
PSD,ASD
PSD4,ASD
PSEN2,ASD
PSMD12,ASD
PTCHD1,ASD
PTCHD1-AS,ASD
PTCHD3,ASD
PTEN,ASD
PTGES,ASD
PTGES3,ASD
PTGS1,ASD
PTGS2,ASD
PTLS,ASD
PTPN4,ASD
PTPRA,ASD
PTPRG,ASD
PTPRT,ASD
PVALB,ASD
PWAR1,ASD
RAB11FIP5,ASD
RAB2A,ASD
RAB39B,ASD
RABEP2,ASD
RAC1,ASD
RAI1,ASD
RANBP1,ASD
RANGAP1,ASD
RAPGEF4,ASD
RARB,ASD
RBFA,ASD
RBFOX1,ASD
RBFOX3,ASD
RBM45,ASD
RELN,ASD
RERE,ASD
REST,ASD
RETN,ASD
RFC1,ASD
RHCE,ASD
RHD,ASD
RIMS1,ASD
RIT2,ASD
RMDN1,ASD
RMDN2,ASD
RMDN3,ASD
RN7SL263P,ASD
RNF135,ASD
RNF19A,ASD
ROGDI,ASD
RORA,ASD
ROS1,ASD
RPL10,ASD
RPP25,ASD
RPS10P2,ASD
RPS6,ASD
RPS6KA6,ASD
RSS,ASD
RTN3,ASD
RTN4R,ASD
RYR2,ASD
S100A1,ASD
S100B,ASD
SAA1,ASD
SAA2,ASD
SAFB,ASD
SAT1,ASD
SATB2,ASD
SBF1,ASD
SBNO1,ASD
SBNO2,ASD
SCD,ASD
SCLY,ASD
SCN1A,ASD
SCN1A-AS1,ASD
SCN2A,ASD
SCN3A,ASD
SCN8A,ASD
SCN9A,ASD
SCT,ASD
SDC4,ASD
SEMA3B,ASD
SEMA3F,ASD
SEMA5A,ASD
SEMA6A,ASD
SENP7,ASD
SEPTIN5,ASD
SERINC2,ASD
SERPINA5,ASD
SET,ASD
SETD1A,ASD
SETD2,ASD
SETD5,ASD
SETDB1,ASD
SEZ6L,ASD
SEZ6L2,ASD
SFSWAP,ASD
SH2D1A,ASD
SH2D6,ASD
SHANK1,ASD
SHANK2,ASD
SHANK3,ASD
SHBG,ASD
SIL1,ASD
SIN3A,ASD
SIRT1,ASD
SKIL,ASD
SLC12A2,ASD
SLC12A3,ASD
SLC12A5,ASD
SLC16A2,ASD
SLC16A7,ASD
SLC18A1,ASD
SLC19A1,ASD
SLC1A1,ASD
SLC1A2,ASD
SLC25A12,ASD
SLC26A1,ASD
SLC27A4,ASD
SLC2A1,ASD
SLC2A3,ASD
SLC32A1,ASD
SLC33A1,ASD
SLC35A3,ASD
SLC38A1,ASD
SLC3A2,ASD
SLC52A2,ASD
SLC6A1,ASD
SLC6A2,ASD
SLC6A3,ASD
SLC6A4,ASD
SLC6A8,ASD
SLC7A3,ASD
SLC7A5,ASD
SLC7A8,ASD
SLC9A9,ASD
SLCO6A1,ASD
SLF1,ASD
SLF2,ASD
SLU7,ASD
SMARCA2,ASD
SMARCA4,ASD
SMARCB1,ASD
SMS,ASD
SNAP25,ASD
SNAP25-AS1,ASD
SNCB,ASD
SNCG,ASD
SND1,ASD
SNORA70,ASD
SNRNP70,ASD
SNRPN,ASD
SNTG2,ASD
SOAT1,ASD
SOD1,ASD
SOD2,ASD
SOD3,ASD
SORT1,ASD
SOX3,ASD
SOX5,ASD
SOX9,ASD
SPAST,ASD
SPATA6L,ASD
SPECC1L-ADORA2A,ASD
SPINT1,ASD
SPN,ASD
SPZ1,ASD
SRF,ASD
SRRM4,ASD
SRY,ASD
SSTR4,ASD
ST14,ASD
ST8SIA2,ASD
STAM,ASD
STAT5A,ASD
STAT5B,ASD
STS,ASD
STX16,ASD
STX18,ASD
STX18-AS1,ASD
STX1A,ASD
SUB1,ASD
SUPT16H,ASD
SYBU,ASD
SYN1,ASD
SYN2,ASD
SYN3,ASD
SYNE1,ASD
SYNE2,ASD
SYNGAP1,ASD
SYNM,ASD
SYTL4,ASD
SYVN1,ASD
TAAR6,ASD
TAC1,ASD
TAFA3,ASD
TAL1,ASD
TAOK1,ASD
TAOK2,ASD
TAZ,ASD
TBC1D9,ASD
TBL1X,ASD
TBL1XR1,ASD
TBR1,ASD
TBX1,ASD
TCF20,ASD
TCF4,ASD
TCN2,ASD
TERF1,ASD
TERT,ASD
TESC,ASD
TET1,ASD
TET3,ASD
TFB2M,ASD
TGFB1,ASD
TGFB2,ASD
TGM2,ASD
TGM6,ASD
THAS,ASD
THBS1,ASD
THRB,ASD
TIMELESS,ASD
TIMP4,ASD
TLK1,ASD
TLK2,ASD
TLL1,ASD
TLR4,ASD
TM7SF2,ASD
TMEM185A,ASD
TMEM187,ASD
TMLHE,ASD
TNF,ASD
TNFRSF1A,ASD
TNPO3,ASD
TNRC6B,ASD
TOP1,ASD
TOP2B,ASD
TOR3A,ASD
TPH1,ASD
TPH2,ASD
TPI1,ASD
TRAPPC8,ASD
TRERF1,ASD
TRH,ASD
TRHR,ASD
TRIM32,ASD
TRIO,ASD
TRIP12,ASD
TRPC5,ASD
TRPC6,ASD
TRPM2,ASD
TSC1,ASD
TSC2,ASD
TSHZ3,ASD
TSNAX,ASD
TSPAN12,ASD
TSPO,ASD
TTC25,ASD
TUG1,ASD
TWIST1,ASD
UBA6,ASD
UBE2K,ASD
UBE3A,ASD
UBE4A,ASD
UBXN11,ASD
UCP3,ASD
UGT1A1,ASD
UNC80,ASD
UPF3B,ASD
UPP2,ASD
UROD,ASD
USH2A,ASD
USP7,ASD
VCP,ASD
VDR,ASD
VEGFA,ASD
VIP,ASD
VPS13B,ASD
VPS18,ASD
VRK3,ASD
WASF1,ASD
WDFY3,ASD
WDR45,ASD
WDR62,ASD
WDR90,ASD
WDTC1,ASD
WNT1,ASD
WNT10B,ASD
WNT2,ASD
WT1,ASD
WWOX,ASD
XG,ASD
XPO1,ASD
XRCC4,ASD
XRCC6,ASD
XRN2,ASD
YWHAE,ASD
ZBTB18,ASD
ZBTB20,ASD
ZIC2,ASD
ZNF292,ASD
ZNF335,ASD
ZNF407,ASD
ZNF462,ASD
ZNF713,ASD
ZNF804A,ASD
A1BG,SZ
A1CF,SZ
A2M,SZ
AADAT,SZ
ABCA1,SZ
ABCA13,SZ
ABCA5,SZ
ABCB1,SZ
ABCB6,SZ
ABCB9,SZ
ABCF1,SZ
ABCG1,SZ
ABCG2,SZ
ABO,SZ
ACACA,SZ
ACADS,SZ
ACAN,SZ
ACE,SZ
ACE2,SZ
ACHE,SZ
ACKR3,SZ
ACO2,SZ
ACOT6,SZ
ACOT7,SZ
ACP1,SZ
ACP3,SZ
ACP6,SZ
ACSL4,SZ
ACSL6,SZ
ACSM1,SZ
ACSM3,SZ
ACTB,SZ
ACTBL2,SZ
ACTC1,SZ
ACTG1,SZ
ACTG1P22,SZ
ACTG2,SZ
ACTL7A,SZ
ACTR2,SZ
ACTR3,SZ
ADA,SZ
ADAM10,SZ
ADAM11,SZ
ADAM12,SZ
ADAM17,SZ
ADAMTS10,SZ
ADAMTS12,SZ
ADAMTS16,SZ
ADAMTS2,SZ
ADAMTS3,SZ
ADAMTS4,SZ
ADAMTSL3,SZ
ADAMTSL4-AS1,SZ
ADARB1,SZ
ADCK1,SZ
ADCY1,SZ
ADCY7,SZ
ADCYAP1,SZ
ADCYAP1R1,SZ
ADD2,SZ
ADGRF4,SZ
ADGRV1,SZ
ADH5,SZ
ADIPOQ,SZ
ADIPOQ-AS1,SZ
ADK,SZ
ADM,SZ
ADNP,SZ
ADNP2,SZ
ADO,SZ
ADORA1,SZ
ADORA2A,SZ
ADRA1A,SZ
ADRA1D,SZ
ADRA2A,SZ
ADRA2B,SZ
ADRA2C,SZ
ADRB2,SZ
ADRB3,SZ
ADSS2,SZ
AFF3,SZ
AFM,SZ
AGA,SZ
AGAP1,SZ
AGAP3,SZ
AGBL4,SZ
AGER,SZ
AGO2,SZ
AGRP,SZ
AGT,SZ
AGTR1,SZ
AGXT2,SZ
AHI1,SZ
AHSA1,SZ
AICDA,SZ
AIMP2,SZ
AK1,SZ
AK3,SZ
AKAP5,SZ
AKAP6,SZ
AKAP9,SZ
AKR1A1,SZ
AKT1,SZ
AKT2,SZ
AKT3,SZ
ALAS1,SZ
ALB,SZ
ALCAM,SZ
ALDH1A1,SZ
ALDH1A2,SZ
ALDH1L1,SZ
ALDH2,SZ
ALDH3A1,SZ
ALDH3B1,SZ
ALDH7A1,SZ
ALDOC,SZ
ALG1,SZ
ALG12,SZ
ALG9,SZ
ALK,SZ
ALMS1,SZ
ALOX12,SZ
ALOX12-AS1,SZ
ALS2CL,SZ
ALYREF,SZ
AMACR,SZ
AMBP,SZ
AMBRA1,SZ
AMELX,SZ
AMIGO1,SZ
AMOTL1,SZ
AMT,SZ
AMY1A,SZ
ANGPT2,SZ
ANGPTL2,SZ
ANGPTL4,SZ
ANK3,SZ
ANKK1,SZ
ANKRD12,SZ
ANKRD23,SZ
ANKS1B,SZ
ANLN,SZ
ANO4,SZ
ANOS1,SZ
ANXA1,SZ
ANXA3,SZ
ANXA6,SZ
AOC1,SZ
AP2B1,SZ
AP3M1,SZ
APBA1,SZ
APBA2,SZ
APC,SZ
APEX2,SZ
APOA1,SZ
APOA4,SZ
APOA5,SZ
APOD,SZ
APOE,SZ
APOH,SZ
APOL1,SZ
APOL2,SZ
APOL4,SZ
APP,SZ
APRT,SZ
AQP3,SZ
AQP4,SZ
AR,SZ
ARC,SZ
ARF1,SZ
ARFGEF1,SZ
ARHGAP1,SZ
ARHGAP11B,SZ
ARHGAP15,SZ
ARHGAP18,SZ
ARHGAP32,SZ
ARHGAP33,SZ
ARHGAP4,SZ
ARHGEF10L,SZ
ARHGEF11,SZ
ARHGEF2,SZ
ARHGEF26,SZ
ARHGEF6,SZ
ARHGEF7,SZ
ARID2,SZ
ARID3B,SZ
ARL3,SZ
ARL6IP5,SZ
ARNT,SZ
ARNT2,SZ
ARRB2,SZ
ARSA,SZ
ARSD,SZ
ARSG,SZ
ART3,SZ
ARVCF,SZ
ARX,SZ
AS3MT,SZ
ASAH1,SZ
ASAP1,SZ
ASB16,SZ
ASCC1,SZ
ASCL1,SZ
ASH2L,SZ
ASIP,SZ
ASPA,SZ
ASPM,SZ
ASTN1,SZ
ASTN2,SZ
ATAT1,SZ
ATCAY,SZ
ATF3,SZ
ATF4,SZ
ATF6B,SZ
ATF7IP,SZ
ATG5,SZ
ATG9A,SZ
ATL3,SZ
ATM,SZ
ATN1,SZ
ATP13A4,SZ
ATP13A5,SZ
ATP2A2,SZ
ATP2B2,SZ
ATP2B4,SZ
ATP5F1A,SZ
ATP5F1C,SZ
ATP5PD,SZ
ATP6,SZ
ATP6V0D1,SZ
ATP6V1A,SZ
ATP6V1E2,SZ
ATXN1,SZ
ATXN2,SZ
ATXN7,SZ
ATXN8OS,SZ
AUTS1,SZ
AUTS2,SZ
AVP,SZ
AVPR1A,SZ
B2M,SZ
B3GAT1,SZ
B3GAT2,SZ
B3GNT2,SZ
B9D1,SZ
B9D2,SZ
BACE1,SZ
BACE1-AS,SZ
BACE2,SZ
BACH1,SZ
BAG1,SZ
BAGE,SZ
BAIAP2,SZ
BBOX1,SZ
BBS4,SZ
BBX,SZ
BCAN,SZ
BCAP31,SZ
BCAR3,SZ
BCAS1,SZ
BCHE,SZ
BCL11A,SZ
BCL11B,SZ
BCL2,SZ
BCL9,SZ
BDNF,SZ
BDNF-AS,SZ
BECN1,SZ
BEST1,SZ
BFAR,SZ
BHLHE40,SZ
BID,SZ
BIK,SZ
BLOC1S1,SZ
BLOC1S3,SZ
BLOC1S5,SZ
